cfg_J_lanes,cfg_Ks_max,cfg_W_slots,cfg_theta_3db_deg,compare_ok,gap_K_abs,gap_K_pct,gap_mean_load_abs,gap_peak_load_abs,gap_used_sats_abs,heur_K,heur_U_max,heur_U_mean,heur_beam_r_mean,heur_ent_edge_pct,heur_ent_risk,heur_error,heur_payload_K_max,heur_payload_K_over_sum,heur_payload_T_max,heur_payload_T_over_sum,heur_payload_feasible,heur_payload_n_viol_K,heur_payload_n_viol_T,heur_time_ab_A0_s,heur_time_ab_A1_s,heur_time_ab_A2_s,heur_time_ab_A3_s,heur_time_assoc_s,heur_time_baseline_bkmeans_s,heur_time_baseline_tgbp_s,heur_time_baseline_with_qos_s,heur_time_baseline_without_qos_s,heur_time_ent_ref_s,heur_time_lb_ref_s,heur_time_sat_select_s,heur_time_split_s,heur_time_sys_balanced_max_elev_s,heur_time_sys_max_service_time_s,heur_time_sys_pure_max_elev_s,heur_time_usergen_s,heur_used_sats,heur_wall_s,milp_K,milp_active_beam_ids,milp_beam_time_load_max,milp_beam_time_load_mean,milp_best_bound,milp_diag_avg_feasible_beams_per_user,milp_diag_avg_users_per_candidate_beam,milp_diag_max_users_per_candidate_beam,milp_diag_median_feasible_beams_per_user,milp_diag_median_users_per_candidate_beam,milp_diag_min_feasible_beams_per_user,milp_diag_n_candidates,milp_diag_n_users,milp_error,milp_feasible,milp_grid_spacing_m,milp_mip_gap,milp_n_active_beams,milp_n_candidate_sats,milp_n_candidates,milp_n_grid_centers,milp_objective,milp_objective_mode,milp_optimal,milp_sat_beam_count_max,milp_sat_beam_count_mean,milp_sat_time_load_max,milp_sat_time_load_mean,milp_solve_time_s,milp_status,milp_time_limit_s,milp_used_sat_indices,milp_used_sats,milp_wall_s,n_users,region_mode,runtime_ratio_heur_over_milp,seed,study
4.0,96,6,1.0,1,7.0,12.727272727272727,-0.034815668161594315,-0.2661850746649661,0.0,62,0.6629188300844064,0.17434502054891488,13.502416542169035,6.25,0.005606550333018204,,62,0.0,10.809391274032722,0.0,True,0,0,0.03337929999906919,0.034824999998818384,0.047233900000719586,0.049431299998104805,0.0002660999998624902,nan,nan,0.07261519999883603,0.07661930000176653,0.012688500002695946,0.02870029999758117,17.285409900003287,0.03989519999959157,0.049431299998104805,0.05895260000033886,0.06573269999717013,0.003042999996978324,1,17.92828019999797,55,7 10 13 16 22 23 27 29 33 37 40 45 50 56 57 59 61 68 72 75 78 80 82 83 84 85 89 90 91 93 95 100 101 102 103 104 106 108 109 112 114 115 118 119 120 121 123 126 130 134 138 140 141 149 150,0.9291039047493725,0.2091606887105092,9994.0,182.505,3.672871805192192,27.0,180.5,2.0,90.0,9938.0,200.0,,1,15000.0,0.0,55,150,9938,3096,9994.0,weighted_sat_beam,1,55,55.0,11.503837879078008,11.503837879078008,4.791815399999905,OPTIMAL,300.0,0,1,91.13836029999948,200,turkey,0.1967149742543489,3,grid_sensitivity
4.0,96,6,1.0,1,2.0,3.1746031746031744,-0.08015255663812754,-0.41629496570688734,-1.0,65,0.4356176139465137,0.1365973925202168,13.556433699867227,0.0,0.0,,65,0.0,8.878830513814092,0.0,True,0,0,0.029813900000590365,0.03400260000125854,0.04002210000180639,0.055656400003499584,0.000293100001726998,nan,nan,0.09016859999974258,0.08692250000240165,0.006655500001215842,0.00856930000372813,17.475968299997476,0.03464479999820469,0.055656400003499584,0.05560229999900912,0.05010749999928521,0.0029108999988238793,1,18.075538699999015,63,1 6 9 11 12 20 26 27 28 30 32 35 40 41 43 48 72 113 115 127 129 131 133 147 149 150 152 166 169 171 173 191 199 208 210 212 220 221 232 238 240 249 251 253 256 258 266 269 271 272 281 286 317 328 329 330 331 335 336 337 340 342 343,0.8519125796534011,0.21674994915834433,25527.0,175.625,2.759013431780693,26.0,174.5,2.0,83.0,12731.0,200.0,,1,15000.0,0.0,63,150,12731,4212,25527.0,weighted_sat_beam,1,32,31.5,9.140210019946002,6.827623398487848,4.673744600000646,OPTIMAL,300.0,0 1,2,113.67391350000253,200,turkey,0.1590121967605049,4,grid_sensitivity
4.0,96,6,1.0,1,10.0,21.73913043478261,-0.06194202242448882,-0.7677787548393388,0.0,56,0.7929202763127147,0.21857285563956458,14.333417974566625,14.285714285714286,0.015568985118421043,,56,0.0,12.240079915815617,0.0,True,0,0,0.03284480000002077,0.033085499999288004,0.052414599998883205,0.09967470000265166,0.0004429000000527594,nan,nan,0.07083559999955469,0.06955000000016298,0.01899539999794797,0.03209830000196234,16.934671900002286,0.032419800001662225,0.09967470000265166,0.09144620000006398,0.10096079999857466,0.0030012999995960854,1,17.684293700000126,46,3 8 9 15 17 19 23 27 33 35 37 39 40 42 44 50 52 54 56 58 59 61 62 69 71 72 80 81 82 84 85 88 89 92 95 100 107 110 112 114 116 122 124 127 128 130,1.5606990311520534,0.2805148780640534,8331.0,171.525,4.141115403186866,39.0,173.5,2.0,99.0,8284.0,200.0,,1,15000.0,0.0,46,150,8284,4371,8331.0,weighted_sat_beam,1,46,46.0,12.903684390946456,12.903684390946456,3.3161179000017,OPTIMAL,300.0,0,1,115.73006669999813,200,turkey,0.1528063899405012,5,grid_sensitivity
4.0,96,6,1.0,1,5.0,8.19672131147541,-0.046761331011745455,-0.12789506494337055,0.0,66,1.1217903702581704,0.31228129283291306,14.723387902830957,16.216216216216218,0.032558612731415526,,66,0.0,20.61056532697226,0.0,True,0,0,0.041165999999066116,0.034701000000495696,0.08611259999815957,0.1045494999998482,0.0005318999974406324,nan,nan,0.09769089999826974,0.10328689999732887,0.04866319999928237,0.020244699997419957,17.393187199999375,0.037355500000558095,0.1045494999998482,0.10418029999709688,0.1309971000009682,0.004171699998551048,1,18.3634553999982,61,0 6 8 9 10 11 14 17 21 23 26 28 30 31 32 33 34 35 41 42 45 47 48 49 51 53 55 56 57 59 60 61 62 65 66 68 69 72 75 85 99 109 111 113 115 119 123 126 136 145 147 149 155 157 162 164 167 169 175 187 195,1.249685435201541,0.3590426238446585,11663.0,185.53333333333333,4.79786225325403,50.0,187.0,3.0,97.0,11601.0,300.0,,1,15000.0,0.0,61,150,11601,4116,11663.0,weighted_sat_beam,1,61,61.0,21.901600054524177,21.901600054524177,10.996240000000398,OPTIMAL,300.0,0,1,130.6496331999988,300,turkey,0.14055497095722708,1,grid_sensitivity
4.0,96,6,1.0,1,8.0,13.559322033898304,-0.04840593125363779,-0.8970907367855733,0.0,67,0.6590507402869882,0.23635901317515756,13.314985708480437,8.823529411764707,0.050860806482492846,,67,0.0,15.836053882735557,0.0,True,0,0,0.03682520000074874,0.03591279999818653,0.06609720000051311,0.12504230000195093,0.0004299000029277522,nan,nan,0.08655809999982012,0.10909000000174274,0.028353199999401113,0.05934009999691625,16.62122939999972,0.035424800000328105,0.12504230000195093,0.13671850000173436,0.12786380000034114,0.00405980000141426,1,17.601540399999067,59,2 6 8 13 17 19 22 23 29 30 32 40 43 46 48 50 53 54 56 57 59 61 62 64 66 68 69 73 74 76 77 79 81 82 83 85 89 92 93 94 95 96 97 99 101 102 103 105 106 107 111 119 120 125 129 133 135 141 145,1.5561414770725615,0.28476494442879535,10205.0,180.96666666666667,5.351404632824051,45.0,185.5,3.0,106.0,10145.0,300.0,,1,15000.0,0.0,59,150,10145,3344,10205.0,weighted_sat_beam,1,59,59.0,16.801131721298923,16.801131721298923,5.9696855999973195,OPTIMAL,300.0,0,1,107.61198339999828,300,turkey,0.16356487301765826,2,grid_sensitivity
4.0,96,6,1.0,1,10.0,16.129032258064516,-0.06055308730248149,-0.5633332456849873,0.0,72,1.2414668770288673,0.25819888927305196,13.444466752183974,10.344827586206897,0.013062285476781075,,72,0.0,18.59032002765974,0.0,True,0,0,0.03874990000258549,0.04086819999793079,0.06131159999858937,0.07903499999883934,0.0003981000008934643,nan,nan,0.08842559999902733,0.09483439999894472,0.022117899996374035,0.017407200000889134,16.290824600000633,0.038483200001792284,0.07903499999883934,0.08190769999782788,0.08009390000006533,0.003911199997673975,1,17.06781570000021,62,5 6 17 20 22 25 28 33 35 39 43 45 47 48 51 52 54 58 67 70 72 75 76 78 80 81 83 85 86 90 92 94 96 100 102 105 106 110 111 113 114 115 116 117 118 119 120 121 124 125 126 129 131 134 138 141 145 151 154 156 161 163,1.8048001227138546,0.31875197657553345,11076.0,185.88333333333333,5.063561245800417,38.0,184.0,3.0,87.0,11013.0,300.0,,1,15000.0,0.0,62,150,11013,3096,11076.0,weighted_sat_beam,1,62,62.0,19.762622547683073,19.762622547683073,7.39067409999916,OPTIMAL,300.0,0,1,101.8485972999988,300,turkey,0.16758027260529007,3,grid_sensitivity
4.0,96,6,1.0,1,18.0,26.08695652173913,-0.14604669548067295,-0.6059615883996483,-1.0,87,0.9752837942041981,0.19641877843827743,13.711731278939897,8.0,0.011027959842111376,,87,0.0,17.088433724130137,0.0,True,0,0,0.04896639999788022,0.048407599999336526,0.08062649999919813,0.10377379999772529,0.00044239999988349155,nan,nan,0.2649158999993233,0.2937525999986974,0.03599120000217226,0.009269400001358008,17.017229600001883,0.048231099997792626,0.10377379999772529,0.11072199999762233,0.11619350000182749,0.004043900000397116,1,18.349902500001917,69,2 8 12 13 17 24 26 28 29 31 35 37 41 43 46 48 54 57 61 91 93 97 106 115 120 134 137 150 152 159 163 169 173 178 182 184 198 203 210 221 237 245 247 248 253 260 262 276 284 287 294 297 302 310 316 318 325 326 377 381 386 387 388 390 391 396 397 399 403,1.5812453826038464,0.3424654739189504,30869.0,178.67,3.4808104422365087,35.0,179.5,2.0,125.0,15399.0,300.0,,1,15000.0,0.0,69,150,15399,4469,30869.0,weighted_sat_beam,1,40,34.5,11.816617584293063,11.815058850203787,8.662255399998685,OPTIMAL,300.0,0 1,2,138.86233569999968,300,turkey,0.13214456178848474,4,grid_sensitivity
4.0,96,6,1.0,1,8.0,13.114754098360656,-0.0577326134311581,-1.3233761037941654,0.0,69,0.8540343588515876,0.2806666861485731,14.4685497144585,10.81081081081081,0.0880991419211028,,69,0.0,19.366001344251544,0.0,True,0,0,0.038454099998489255,0.035601599996880395,0.06562130000020261,0.10185239999918849,0.00040269999954034574,nan,nan,0.09078629999930854,0.09166139999797451,0.027327000003424473,0.037435699996422045,16.801926200001617,0.038376699998480035,0.10185239999918849,0.10404840000046534,0.1027085999994597,0.004021599997940939,1,17.67170050000277,61,0 10 11 13 18 20 22 26 29 31 33 41 42 47 48 49 51 54 56 57 59 61 69 70 72 74 75 78 85 87 90 92 94 96 101 103 104 105 108 109 111 114 116 118 120 123 126 135 137 139 142 145 147 148 152 153 155 158 160 162 170,2.177410462645753,0.3383992995797312,10405.0,173.34666666666666,5.027941603016533,60.0,174.0,3.0,119.0,10343.0,300.0,,1,15000.0,0.0,61,150,10343,4418,10405.0,weighted_sat_beam,1,61,61.0,20.6423572743636,20.6423572743636,9.659309099999518,OPTIMAL,300.0,0,1,138.70712889999777,300,turkey,0.1274029722923856,5,grid_sensitivity
4.0,96,6,1.0,1,0.0,0.0,-0.005382667983790224,-0.18204643851931346,-1.0,35,0.6695316179616767,0.20626520381322969,14.677753329174356,33.333333333333336,0.022149493738318097,,35,0.0,7.2192821334630395,0.0,True,0,0,0.01886670000021695,0.01917669999966165,0.03697630000169738,0.03904220000185887,0.00032419999843114056,nan,nan,0.04900930000076187,0.048526300000958145,0.013030200003413484,0.006575499999598833,17.44527350000135,0.018433099998219404,0.03904220000185887,0.04003219999867724,0.0385454999996,0.0018306000019947533,1,17.849447399999917,35,0 1 2 3 5 6 8 9 10 11 12 13 14 15 18 21 25 31 33 35 37 38 40 44 49 50 53 62 67 74 76 80 91 95 100,0.8515780564809902,0.2116478717970199,8093.0,102.59,2.5469215491559085,17.0,102.0,2.0,70.0,4028.0,100.0,,1,20000.0,0.0,35,150,4028,2232,8093.0,weighted_sat_beam,1,27,17.5,6.2096886372576705,3.703837756447848,1.280172799997672,OPTIMAL,300.0,0 1,2,58.70631279999725,100,turkey,0.3040464738572502,1,grid_sensitivity
4.0,96,6,1.0,1,3.0,8.571428571428571,-0.03312925953538415,-0.8739415419962204,-2.0,38,0.47924251475117674,0.1539539603501402,13.76980731222328,0.0,0.0,,38,0.0,5.850250493305327,0.0,True,0,0,0.021184000001085224,0.020655899999837857,0.03053360000194516,0.04267549999713083,0.0006224000026122667,nan,nan,0.05016009999962989,0.05597979999947711,0.0030738999994355254,0.017317700003331993,17.16241860000082,0.023351799998636125,0.04267549999713083,0.04317280000032042,0.0526188000003458,0.0021061999977973755,1,17.596531600000162,35,0 3 6 9 10 15 19 21 22 23 24 32 33 34 36 42 43 49 51 53 58 64 69 73 76 82 87 91 95 99 105 109 110 114 116,1.3531840567473972,0.18708321988552434,11669.0,99.95,2.5780242455506834,15.0,102.5,2.0,51.0,3877.0,100.0,,1,20000.0,0.0,35,150,3877,1885,11669.0,weighted_sat_beam,1,20,11.666666666666666,3.808791777725618,2.182637565331117,0.9913711000008334,OPTIMAL,300.0,0 1 2,3,52.13404669999727,100,turkey,0.3375247599952966,2,grid_sensitivity
4.0,96,6,1.0,1,7.0,17.94871794871795,-0.050484876888343994,-0.1778442697100449,-2.0,46,0.483233502258741,0.13515880700206823,13.329082398366683,7.6923076923076925,0.0011872848481308523,,46,0.0,6.217305122095139,0.0,True,0,0,0.02355579999857582,0.02514579999842681,0.038125299997773254,0.044945200002985075,0.00040889999945648015,nan,nan,0.06452839999838034,0.06396260000110487,0.009611199999199016,0.022790700000768993,16.461506499999814,0.026518399998167297,0.044945200002985075,0.0460017000004882,0.050882700001238845,0.0016942000002018176,1,16.96634819999963,39,1 6 10 12 13 17 19 20 23 29 32 33 38 45 51 54 55 57 61 64 70 72 74 76 83 84 91 94 102 106 112 114 121 124 125 129 130 131 133,0.6610777719687859,0.18564368389041222,13353.0,104.41,2.353166553977913,12.0,108.0,2.0,65.0,4437.0,100.0,,1,20000.0,0.0,39,150,4437,1664,13353.0,weighted_sat_beam,1,19,13.0,3.201968624641359,2.413367890575359,0.923830600000656,OPTIMAL,300.0,0 1 2,3,49.58235919999788,100,turkey,0.34218517379464175,3,grid_sensitivity
4.0,96,6,1.0,1,-2.0,-4.878048780487805,-0.047478151271704516,-0.21560726424926868,-6.0,39,0.5372122238403726,0.10583216496927239,13.32866837727122,0.0,0.0,,39,0.0,4.127454433801623,0.0,True,0,0,0.18359499999860418,0.07136249999894062,0.021537600001465762,0.03551040000093053,0.0003352999992785044,nan,nan,0.04793309999877238,0.04858269999749609,0.0018694999998842832,0.00875119999909657,16.80457540000134,0.021918800001003547,0.03551040000093053,0.17259090000152355,0.036550000000715954,0.0018567000006441958,1,17.52598389999912,41,2 10 28 34 35 38 44 50 54 60 65 80 86 88 94 105 114 119 123 140 141 146 154 155 159 163 178 201 206 213 220 231 244 245 249 282 307 309 321 323 324,0.7528194880896413,0.1533103162409769,32899.0,98.01,2.088429575964202,11.0,102.5,1.0,55.0,4693.0,100.0,,1,20000.0,0.0,41,150,4693,2291,32899.0,weighted_sat_beam,1,10,5.857142857142857,1.6722118148919234,0.8979604236971505,1.174174399999174,OPTIMAL,300.0,0 1 2 3 4 5 6,7,59.479168100002425,100,turkey,0.29465751556129116,4,grid_sensitivity
4.0,96,6,1.0,1,0.0,0.0,-0.012628345629276727,-0.2030814464257591,0.0,37,0.5290870254073868,0.16639090002877346,14.458502785320594,10.0,0.000993407341236521,,37,0.0,6.156463301064618,0.0,True,0,0,0.020551599998725578,0.019766899997193832,0.03436189999774797,0.03999449999901117,0.00033819999953266233,nan,nan,0.04642089999833843,0.05765450000035344,0.006822499999543652,0.012901599999167956,17.411303099997895,0.021633799999108305,0.03999449999901117,0.03927599999951781,0.038265799998043803,0.0018393999998806976,1,17.824803899999097,37,0 1 3 4 6 7 9 11 13 15 17 19 20 22 24 26 27 29 30 32 33 35 36 38 40 41 42 43 44 46 47 48 49 51 53 54 55,0.7321684718331459,0.1790192456580502,3644.0,95.7,2.653910149750416,26.0,101.5,2.0,55.0,3606.0,100.0,,1,20000.0,0.0,37,150,3606,2345,3644.0,weighted_sat_beam,1,37,37.0,6.623712089347857,6.623712089347857,1.0224047000010614,OPTIMAL,300.0,0,1,59.20521550000194,100,turkey,0.3010681364718369,5,grid_sensitivity
4.0,96,6,1.0,1,7.0,17.5,-0.12719238791263304,-0.893141132463918,-2.0,47,0.9899846368710887,0.2739115079049588,14.167223802963944,9.090909090909092,0.009363454026767562,,47,0.0,12.873840871533062,0.0,True,0,0,0.04380200000014156,0.028539599999930942,0.04353370000171708,0.05800190000081784,0.0003995000006398186,nan,nan,0.07524470000134897,0.06434400000216556,0.01944540000113193,0.015170099995884812,17.30786189999708,0.02656570000181091,0.05800190000081784,0.06654220000200439,0.057749100000364706,0.0027227999999013264,1,17.913751300002332,40,1 2 4 5 8 9 20 24 36 39 41 42 43 45 55 58 60 64 66 68 70 72 74 81 89 91 96 97 100 109 119 121 124 131 148 151 157 159 161 165,1.8831257693350067,0.4011038958175918,16252.0,105.915,3.920599666851749,30.0,107.5,2.0,61.0,5403.0,200.0,,1,20000.0,0.0,40,150,5403,2263,16252.0,weighted_sat_beam,1,24,13.333333333333334,7.910756275461866,5.348051944234558,2.1171025000003283,OPTIMAL,300.0,0 1 2,3,68.89977290000024,200,turkey,0.259997247392992,1,grid_sensitivity
4.0,96,6,1.0,1,9.0,18.75,-0.07964577348425056,-0.6875682811834978,-2.0,57,0.6106383250232064,0.22097277956671524,13.34112639075263,0.0,0.0,,57,0.0,12.59544843530277,0.0,True,0,0,0.04713460000129999,0.03904649999822141,0.05992019999757758,0.08455780000076629,0.0004608999988704454,nan,nan,0.11055310000301688,0.08733189999838942,0.011880699996254407,0.01172690000385046,17.485350599999947,0.03636700000060955,0.08455780000076629,0.05674690000159899,0.061864600000262726,0.003018099996552337,1,18.21042280000256,48,1 5 8 10 13 15 18 19 40 47 49 53 54 60 62 65 70 73 81 85 87 89 90 98 99 100 102 103 109 112 122 123 127 129 131 132 133 134 135 138 139 140 143 144 146 147 155 156,1.2982066062067041,0.3006185530509658,15789.0,101.345,3.8637056805184904,30.0,102.0,2.0,55.0,5246.0,200.0,,1,20000.0,0.0,48,150,5246,1943,15789.0,weighted_sat_beam,1,20,16.0,6.153751869546788,4.809896848815453,2.1096372000029078,OPTIMAL,300.0,0 1 2,3,62.39696610000101,200,turkey,0.29184788841844456,2,grid_sensitivity
4.0,96,6,1.0,1,12.0,24.0,-0.06834939284040267,-0.22485653614327938,-2.0,62,0.6629188300844064,0.17434502054891488,13.502416542169035,6.25,0.005606550333018204,,62,0.0,10.809391274032722,0.0,True,0,0,0.028018299999530427,0.031933700000081444,0.043094100001326296,0.06643769999936922,0.0003742000008060131,nan,nan,0.08191509999960545,0.06183230000169715,0.011488500000268687,0.009352699998999014,16.521859099997528,0.03905780000059167,0.06643769999936922,0.0475717999979679,0.06275860000096145,0.0028058000025339425,1,17.124741200001154,50,9 11 14 16 19 21 22 28 30 31 34 39 41 43 50 51 53 59 60 70 78 80 82 83 86 89 90 93 96 97 99 102 107 108 110 116 117 119 120 132 139 140 148 150 154 157 158 161 163 166,0.8877753662276858,0.24269441338931755,16643.0,104.39,3.775406871609403,25.0,104.5,2.0,63.0,5530.0,200.0,,1,20000.0,0.0,50,150,5530,1755,16643.0,weighted_sat_beam,1,23,16.666666666666668,5.6467421748497575,4.0449068898219585,1.7406197000018437,OPTIMAL,300.0,0 1 2,3,56.5206560000006,200,turkey,0.30298199652886143,3,grid_sensitivity
4.0,96,6,1.0,1,7.0,12.068965517241379,-0.11326237019516336,-0.5168028163063185,-6.0,65,0.4356176139465137,0.1365973925202168,13.556433699867227,0.0,0.0,,65,0.0,8.878830513814092,0.0,True,0,0,0.03482609999991837,0.035721399999602,0.03871200000139652,0.05160959999921033,0.0004103999999642838,nan,nan,0.09340420000080485,0.09454729999924893,0.005058000002463814,0.011354499998560641,16.336188299999776,0.03713219999917783,0.05160959999921033,0.05269919999773265,0.052842700002656784,0.0028583000021171756,1,16.95515340000202,58,2 4 10 41 49 68 69 71 80 82 84 86 89 91 97 104 111 116 125 149 150 157 158 190 192 199 206 213 219 234 238 242 245 248 254 267 280 313 322 333 341 344 350 391 405 413 422 426 432 436 442 449 473 481 482 486 487 488,0.9524204302528323,0.24985976271538016,50640.0,98.105,2.7157093425605536,25.0,100.0,2.0,58.0,7225.0,200.0,,1,20000.0,0.0,58,150,7225,2378,50640.0,weighted_sat_beam,1,15,8.285714285714286,5.130887247384243,2.070266605356007,1.9760927999996056,OPTIMAL,300.0,0 1 2 3 4 5 6,7,69.20101969999814,200,turkey,0.24501305722815056,4,grid_sensitivity
4.0,96,6,1.0,1,7.0,14.285714285714286,-0.06558893742036831,-0.9411931450281991,-1.0,56,0.7929202763127147,0.21857285563956458,14.333417974566625,14.285714285714286,0.015568985118421043,,56,0.0,12.240079915815617,0.0,True,0,0,0.029221400000096764,0.025369100003445055,0.054524200000741985,0.08564280000064173,0.0004211000014038291,nan,nan,0.07070609999937005,0.0692302000024938,0.025270699999964563,0.03588329999911366,16.385048600001028,0.030425600001763087,0.08564280000064173,0.08186299999943003,0.0930910999995831,0.0028932000022905413,1,17.10402199999953,49,0 1 2 3 6 8 9 10 11 12 15 16 17 18 19 20 21 23 24 25 27 28 30 31 34 35 36 37 38 39 53 54 56 58 59 61 63 66 68 70 72 75 80 82 83 86 88 104 108,1.7341134213409137,0.2841617930599329,9363.0,96.11,4.1284364261168385,35.0,101.0,2.0,59.0,4656.0,200.0,,1,20000.0,0.0,49,150,4656,2450,9363.0,weighted_sat_beam,1,42,24.5,10.25633128315148,6.961963929968354,2.272900200001459,OPTIMAL,300.0,0 1,2,70.1158706999995,200,turkey,0.24393937961893772,5,grid_sensitivity
4.0,96,6,1.0,1,9.0,15.789473684210526,-0.10691659858023106,-0.24741140222352964,-1.0,66,1.1217903702581704,0.31228129283291306,14.723387902830957,16.216216216216218,0.032558612731415526,,66,0.0,20.61056532697226,0.0,True,0,0,0.04288060000180849,0.03910639999958221,0.11531939999986207,0.10609979999935604,0.00044969999726163223,nan,nan,0.10592559999713558,0.09291879999727826,0.05777620000299066,0.015134699995542178,16.58119080000324,0.04113349999897764,0.10609979999935604,0.13125480000235257,0.109280900000158,0.003530400001181988,1,17.6233839000015,57,0 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 20 21 39 48 49 54 59 61 63 68 70 73 74 76 79 80 81 82 83 85 87 91 97 104 109 111 113 115 117 120 122 127 133 135 141 142 148 149 173 176,1.3692017724817,0.4191978914131441,13685.0,106.66,4.696609423161603,49.0,107.5,3.0,63.0,6813.0,300.0,,1,20000.0,0.0,57,150,6813,2368,13685.0,weighted_sat_beam,1,41,28.5,18.24316702971684,11.947139905274604,21.066716699999233,OPTIMAL,300.0,0 1,2,91.615673100001,300,turkey,0.19236210687187874,1,grid_sensitivity
4.0,96,6,1.0,1,9.0,15.517241379310345,-0.06867163162932655,-1.1583332994276012,-2.0,67,0.6590507402869882,0.23635901317515756,13.314985708480437,8.823529411764707,0.050860806482492846,,67,0.0,15.836053882735557,0.0,True,0,0,0.03606050000234973,0.03841810000085388,0.0640772000006109,0.12327599999844097,0.00038549999953829683,nan,nan,0.08786669999972219,0.09390069999790285,0.028105500005040085,0.060989599995082244,17.351710300001287,0.03531889999794657,0.12327599999844097,0.1281873000007181,0.12611140000080923,0.003920099999959348,1,18.309461199998623,58,0 2 5 7 10 15 17 21 30 31 36 37 47 49 50 51 56 57 59 61 65 67 73 75 77 79 85 88 93 95 97 99 106 107 110 118 119 128 131 132 133 137 139 140 141 142 145 149 150 152 153 157 158 163 166 168 170 171,1.8173840397145893,0.3050306448044841,17248.0,102.06,5.344388200384011,40.0,105.0,3.0,56.0,5729.0,300.0,,1,20000.0,0.0,58,150,5729,1914,17248.0,weighted_sat_beam,1,27,19.333333333333332,8.554650856240652,5.897259132886693,2.669808800001192,OPTIMAL,300.0,0 1 2,3,61.53707630000281,300,turkey,0.29753544205995675,2,grid_sensitivity
4.0,96,6,1.0,1,16.0,28.571428571428573,-0.11546926168482119,-0.042760218334322975,-2.0,72,1.2414668770288673,0.25819888927305196,13.444466752183974,10.344827586206897,0.013062285476781075,,72,0.0,18.59032002765974,0.0,True,0,0,0.039654299998801434,0.039678400000411784,0.06150820000038948,0.09102110000094399,0.0004048999981023371,nan,nan,0.09558739999920363,0.10084429999915301,0.025388500002009096,0.021887500002776505,16.538206200002605,0.03824709999753395,0.09102110000094399,0.08507279999685124,0.09034980000069481,0.003987099997175392,1,17.367453200000455,56,1 3 10 12 14 15 18 21 22 26 28 33 43 46 52 54 55 58 59 69 72 74 77 84 88 90 92 99 102 104 107 109 111 118 121 124 128 129 133 141 142 143 146 151 152 159 161 163 164 178 179 180 181 182 188 192,1.2842270953631902,0.37366815095787315,18971.0,105.55,5.023001269035533,35.0,108.0,3.0,62.0,6304.0,300.0,,1,20000.0,0.0,56,150,6304,1820,18971.0,weighted_sat_beam,1,27,18.666666666666668,9.872845381985979,6.975138817880297,2.233535200000915,OPTIMAL,300.0,0 1 2,3,59.479299300001,300,turkey,0.29199155680033645,3,grid_sensitivity
4.0,96,6,1.0,1,13.0,17.56756756756757,-0.12142020769909029,-0.5867650771194397,-6.0,87,0.9752837942041981,0.19641877843827743,13.711731278939897,8.0,0.011027959842111376,,87,0.0,17.088433724130137,0.0,True,0,0,0.047333700000308454,0.0440850999984832,0.06943690000116476,0.0800889999991341,0.0003969000026700087,nan,nan,0.2522484000000986,0.19232239999837475,0.03983130000415258,0.019226000000344357,15.844078799997078,0.0387094999969122,0.0800889999991341,0.09328549999918323,0.09547819999716012,0.003734899997652974,1,16.969282199999725,74,5 20 23 32 47 60 65 67 82 85 92 101 107 112 113 117 123 141 144 148 157 178 186 188 194 201 202 216 218 227 232 237 239 243 246 262 266 271 282 284 290 295 296 299 306 312 314 328 330 332 338 354 367 374 379 380 388 395 397 410 421 425 433 472 475 507 514 517 531 572 575 580 582 588,1.5620488713236378,0.3178389861373677,60806.0,99.31333333333333,3.434466858789625,33.0,101.0,2.0,56.0,8675.0,300.0,,1,20000.0,0.0,74,150,8675,2542,60806.0,weighted_sat_beam,1,17,10.571428571428571,6.566469860058574,3.360012139166458,2.470511499999702,OPTIMAL,300.0,0 1 2 3 4 5 6,7,70.39199000000008,300,turkey,0.2410683687163796,4,grid_sensitivity
4.0,96,6,1.0,1,5.0,7.8125,-0.038395765724912656,-0.7565734097389284,0.0,69,0.8540343588515876,0.2806666861485731,14.4685497144585,10.81081081081081,0.0880991419211028,,69,0.0,19.366001344251544,0.0,True,0,0,0.040863599999283906,0.037314600001991494,0.0751894999993965,0.10338520000004792,0.0004090999973414,nan,nan,0.10079190000033122,0.10026510000170674,0.023635100002138643,0.0337913999974262,16.652539400001842,0.04171399999904679,0.10338520000004792,0.10371749999831081,0.10173310000027413,0.0038497999994433485,1,17.55600290000075,64,0 3 4 5 6 7 8 10 11 13 15 16 19 22 23 24 25 26 27 28 29 30 31 32 33 34 35 37 39 40 41 44 45 46 47 49 52 53 54 55 56 58 59 60 61 62 64 66 67 71 73 74 75 76 79 80 81 83 84 85 86 87 90 93,1.610607768590516,0.31906245187348575,5766.0,93.62333333333333,4.926679529907034,66.0,97.0,3.0,52.0,5701.0,300.0,,1,20000.0,0.0,64,150,5701,2485,5766.0,weighted_sat_beam,1,64,64.0,20.419996919903088,20.419996919903088,1.095599799999036,OPTIMAL,300.0,0,1,53.66147750000164,300,turkey,0.3271621229586944,5,grid_sensitivity
